StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q39,Q39,Q42,Q44,Q46,Q48,Q1_1,Q1_2,Q1_3,Q30,Q13,Q24_1,Q24_2,Q24_3,Q25_1,Q23_1,Q23_2,Q26_1,Q27_1,Q6_1,Q7_1,Q8_1,Q8_2,Q50,Q52,Q54,Q56,Q58,Q60,Q62,Q64,Q66,Q54,Q55,Q31,Q31,mTurkCode,userid
2017-02-23 06:57:48,2017-02-23 07:01:53,IP Address,108.7.230.250,100,245,True,2017-02-23 07:01:54,R_1QDSmZmyn95Ngdy,,,,,41.873397827148,-70.63939666748,anonymous,,,10,15,10,1,28,Retail Associate,USA,Male,Customer,0,1,0,0.92,,,,0.5,Somewhat negatively,Somewhat disagree,No experience at all,No experience at all,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",Yes,Yes,,,3672331,bm3npbmb
2017-02-23 06:58:40,2017-02-23 07:01:54,IP Address,151.213.53.29,100,194,True,2017-02-23 07:01:56,R_2QPtutfWnqwg4wo,,,,,40.175003051758,-76.307800292969,anonymous,,,3,1,0,0,46,Parts Department,American,Male,Customer,,,,0.3,,,,0.3,Very positively,Strongly agree,No experience at all,No experience at all,"540
280","500
500","580
320","560
300","560
300","570
300","560
300","550
300","540
300",No,Yes,,Clock,4906786,xfahe8fx
2017-02-23 06:58:39,2017-02-23 07:02:31,IP Address,100.4.191.61,100,231,True,2017-02-23 07:02:32,R_zbRlM77m4AKzFmh,,,,,42.716094970703,-73.815803527832,anonymous,,,7,10,2,1.75,32,Homemaker,White,Female,Banker,,,,,0.5,,0.96,1,Somewhat positively,Somewhat agree,Lower than average,Lower than average,"480
480","560
300","520
520","490
490","500
500","500
500","560
300","500
500","490
490",No,Yes,,Clock,3216672,sm2kezvm
2017-02-23 06:59:16,2017-02-23 07:02:44,IP Address,47.187.74.248,100,208,True,2017-02-23 07:02:45,R_2uxGC2LPlVoL56z,,,,,33.076995849609,-97.070198059082,anonymous,,,2,2,2,0,56,retired,USA,Female,Customer,0.09,0.5,0.05,0.1,,,,0.05,Somewhat positively,Somewhat agree,Some experience,Lower than average,,"500
500",,,,,,,,No,Yes,,,9390715,tw7vq3g7
2017-02-23 06:59:11,2017-02-23 07:02:44,IP Address,104.128.196.26,100,213,True,2017-02-23 07:02:46,R_3O1AE5IMcB0prnw,,,,,42.691802978516,-85.993103027344,anonymous,,,25,25,10,5,45,homemaker,USA,Female,Banker,,,,,0,0.5,0.01,0.5,Somewhat positively,Somewhat agree,No experience at all,No experience at all,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",Yes,Yes,,Clock,1674230,awfuwv2m
2017-02-23 06:58:27,2017-02-23 07:03:40,IP Address,38.117.92.58,100,313,True,2017-02-23 07:03:42,R_1gSya5mTal0LKp0,,,,,43.71240234375,-79.364402770996,anonymous,,,2,2,1,0,35,Account Manager,Canadian,Male,Banker,,,,,0.5,0.5,0.5,0.5,Somewhat positively,Strongly agree,Higher than average,Higher than average,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",Yes,Yes,,Clock,3791613,4riwqt17
2017-02-23 07:00:22,2017-02-23 07:03:52,IP Address,184.20.174.228,100,210,True,2017-02-23 07:03:54,R_UarBYdPa0Dj7zMd,,,,,27.487197875977,-80.892501831055,anonymous,,,1,3,2,1,,,,Female,Banker,,,,,0.07,1,1,0.07,Neutral,Somewhat disagree,Some experience,Some experience,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",Yes,Yes,,,6700789,lm3ip0bc
2017-02-23 06:59:18,2017-02-23 07:03:58,IP Address,122.173.29.91,100,280,True,2017-02-23 07:04:04,R_24IujwWphaZ5x6a,,,,,30.899993896484,75.850006103516,anonymous,,Region #1,4,4,2,0.5,28,Accountant,Indian,Male,Banker,,,,,0.02,0.15,0.15,0.15,Neutral,Somewhat agree,No experience at all,No experience at all,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,Clock,5078154,3ufgeihm
2017-02-23 07:01:39,2017-02-23 07:04:59,IP Address,181.51.39.122,100,200,True,2017-02-23 07:05:01,R_rpE8QP54mhtxdsJ,,,,,3.4371948242188,-76.522499084473,anonymous,,,4,15,2,1,31,MEchanic,American,Male,Banker,,,,,0.1,0.9,0.1,0.2,Neutral,Neither agree nor disagree,Lower than average,Lower than average,"540
280","560
300","580
320","560
300","560
300","570
300","560
300","550
300","540
300",No,Yes,,,5344715,jegw3yfb
2017-02-23 07:01:40,2017-02-23 07:06:04,IP Address,117.216.20.114,100,263,True,2017-02-23 07:06:05,R_xAEMm3FAT1kaSop,,,,,9.1833038330078,76.5,anonymous,,,5,1,0,0,29,Engineer,India,Female,Customer,0.03,0.5,0.19,0.08,,,,0,Somewhat negatively,Strongly disagree,Higher than average,Some experience,"480
480","500
500","580
320","560
300","500
500","570
300","560
300","500
500","540
300",Yes,Yes,,,693387,0y5ks8vv
2017-02-23 07:04:04,2017-02-23 07:07:54,IP Address,68.59.49.58,100,229,True,2017-02-23 07:07:56,R_1kRMt2UJEVBVwwz,,,,,30.525207519531,-84.332099914551,anonymous,,Region #1,0.5,0.75,1,2,34,tutor,American,Male,Banker,,,,,0.02,0.12,0.05,0.08,Somewhat positively,Somewhat agree,Lower than average,No experience at all,"540
280","560
300","580
320","560
300","560
300","570
300","560
300","550
300","540
300",No,Yes,,Clock,4758233,xwbuv84v
2017-02-23 07:04:04,2017-02-23 07:08:34,IP Address,90.254.65.251,100,269,True,2017-02-23 07:08:35,R_XADOFO2BiygwTzX,,,,,51.899993896484,-2.0832977294922,anonymous,,Region #1,8,10,8,1,30,Unemployed,,Female,Customer,0.1,0.5,0.1,0.2,,,,0.1,Somewhat positively,Somewhat agree,Some experience,Lower than average,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,Clock,2731368,0jg3a7fj
2017-02-23 07:05:06,2017-02-23 07:08:53,IP Address,168.103.53.114,100,227,True,2017-02-23 07:08:54,R_1imOq7BKRa2Cx6O,,,,,41.56640625,-93.740501403809,anonymous,,,5,10,3,1,27,Retail,United States,Male,Customer,0.02,0.5,0.1,0.29,,,,0.1,Somewhat positively,Neither agree nor disagree,Lower than average,No experience at all,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,Clock,2955988,pd59pt6s
2017-02-23 07:05:08,2017-02-23 07:09:21,IP Address,27.62.141.238,100,253,True,2017-02-23 07:09:22,R_3kHRzRLAV8NhkN3,,,,,13.083297729492,80.283294677734,anonymous,,,2,1,2,1,36,sales,Indian,Male,Banker,,,,,0.09,0.91,0.08,0.99,Very positively,Strongly agree,Extensive experience,Extensive experience,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,Clock,5385731,lcb0ejmy
2017-02-23 07:10:59,2017-02-23 07:13:46,IP Address,24.128.223.154,100,167,True,2017-02-23 07:13:48,R_1H0NGyNuBVy5ojF,,,,,42.91960144043,-83.649597167969,anonymous,,,5,7,1,1,41,transcription,usa,Female,Banker,,,,,0.51,1,1,1,Neutral,Strongly agree,Lower than average,Some experience,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,,2710564,9eczbxbc
2017-02-23 07:10:56,2017-02-23 07:15:54,IP Address,98.4.26.222,100,297,True,2017-02-23 07:15:55,R_C8GsMBNbANZAMHn,,,,,43.175094604492,-78.737800598145,anonymous,,Region #1,2,5,1,0,32,Financial Clerk,United States,Male,Customer,0,0.5,0,0.25,,,,0.05,Very positively,Strongly agree,Some experience,Some experience,"540
280","560
300","520
520","560
300","560
300","570
300","560
300","550
300","540
300",No,Yes,,Clock,2759412,e4ee9dyx
2017-02-23 07:14:21,2017-02-23 07:16:40,IP Address,73.24.157.202,100,138,True,2017-02-23 07:16:42,R_2uq871RTjRpQPrQ,,,,,32.331604003906,-110.98490142822,anonymous,,,1,2,1,1,33,retail,usa,Male,Customer,0.15,0.35,0.19,0.5,,,,0.14,Neutral,Neither agree nor disagree,Lower than average,No experience at all,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,,5795374,mi4q3uv2
2017-02-23 07:14:09,2017-02-23 07:16:43,IP Address,165.230.224.156,100,153,True,2017-02-23 07:16:44,R_aeMM1KxvkToPA53,,,,,40.551605224609,-74.46369934082,anonymous,,,5,10,10,2,21,CNA,USA,Female,Banker,,,,,0.47,0.65,0.47,0.42,Neutral,Somewhat agree,Higher than average,Some experience,"540
280","500
100","520
120","490
490","500
500","500
500","560
300","500
500","490
490",No,Yes,,,2072081,rdnl4icg
2017-02-23 07:14:10,2017-02-23 07:21:00,IP Address,216.161.93.212,100,410,True,2017-02-23 07:21:02,R_0UseF75uimzFdTz,,,,,45.514404296875,-122.64329528809,anonymous,,Region #1,0,1,0,0,49,none,USA,Male,Customer,0.1,0.1,0.1,0.2,,,,0.01,Neutral,Neither agree nor disagree,Lower than average,Lower than average,"540
280","560
300","580
320","560
300","560
300","570
300","560
300","550
300","540
300",No,Yes,,Clock,6525676,rro2um3i
2017-02-23 07:22:18,2017-02-23 07:25:42,IP Address,2.50.154.234,100,203,True,2017-02-23 07:25:44,R_1QmeNrfIibT7UzS,,,,,24.466705322266,54.36669921875,anonymous,,,50,1,1,1,36,Teacher,Indian,Female,Banker,,,,,0.64,0.42,0.53,0.51,Very negatively,Strongly disagree,No experience at all,No experience at all,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,Clock,505422,snmo5419
2017-02-23 07:00:22,2017-02-23 07:36:07,IP Address,117.221.128.161,100,2144,True,2017-02-23 07:36:09,R_3kHU1eU8EfMYOsN,,,,,11.649993896484,78.166687011719,anonymous,,,2,3,0.5,0.25,36,financial staff,indian,Male,Customer,0.25,0.5,0.1,0.25,,,,0.2,Somewhat positively,Strongly agree,Higher than average,Some experience,"480
80",,,,,"500
100",,,,No,Yes,,,6110312,fhnjls8z
2017-02-23 08:17:56,2017-02-23 08:21:02,IP Address,24.119.10.20,100,185,True,2017-02-23 08:21:04,R_ONJiGATtEX4BPu9,,,,,32.703796386719,-109.65579986572,anonymous,,Region #1,10,15,10,0,36,Web Developer,American,Male,Banker,,,,,0,0.21,0.15,0.1,Neutral,Somewhat agree,Some experience,Lower than average,"540
280","560
300","580
320","560
300","560
300","570
300","560
300","550
300","540
300",No,Yes,,Clock,9125310,xryjiuwq
2017-02-23 08:17:57,2017-02-23 08:23:19,IP Address,106.77.171.8,100,322,True,2017-02-23 08:23:20,R_1k1Xvpf4aVSDs4h,,,,,17.375305175781,78.474395751953,anonymous,,,60,10,15,2,26,Admin Assistant Manager,Indian,Male,Customer,0.51,0.86,0.02,0.5,,,,0.29,Very positively,Strongly agree,Extensive experience,Extensive experience,"540
280","500
100","520
120","500
100","490
90","500
100","510
110","500
100","480
100",No,Yes,,,5069699,j4lw2xza
2017-02-23 08:29:07,2017-02-23 08:32:04,IP Address,69.251.178.236,100,177,True,2017-02-23 08:32:06,R_1LpdAxCZMUiirjJ,,,,,39.005996704102,-77.102500915527,anonymous,,Region #1,10,10,10,5,29,unemployed,American,Male,Banker,,,,,0.1,0.5,0.1,0.5,Somewhat negatively,Somewhat disagree,Some experience,No experience at all,"540
280","560
300","580
320","560
300","560
300","570
300","560
300","550
300","540
300",No,Yes,,Clock,2090569,22mhtk5e
2017-02-23 08:31:20,2017-02-23 08:37:06,IP Address,110.227.247.105,100,345,True,2017-02-23 08:37:07,R_3MN0xWVmGCFk3aa,,,,,13.083297729492,80.283294677734,anonymous,,Region #1,20,10,10,1,33,Finance,Indian,Male,Customer,0.3,0.7,0.22,0.2,,,,0.2,Somewhat negatively,Somewhat disagree,Some experience,No experience at all,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,Clock,9701170,wy1oy4h9
2017-02-23 08:56:39,2017-02-23 08:58:50,IP Address,59.93.11.2,100,130,True,2017-02-23 08:58:53,R_3NJ2aXAc5oRm6eg,,,,,11.649993896484,78.166687011719,anonymous,,,90,50,30,20,27,MANAGER,usa,Female,Banker,,,,,0.71,0.88,0.82,0.7,Very positively,Strongly agree,Extensive experience,Extensive experience,"540
280","500
100","580
320","560
300","500
500","500
100","510
510","500
500","490
490",No,Yes,,,4595469,gloxgvag
2017-02-23 08:57:04,2017-02-23 09:00:37,IP Address,68.45.56.237,100,212,True,2017-02-23 09:00:38,R_2Vf39qinEWJsMGv,,,,,39.249496459961,-86.561698913574,anonymous,,,1,1,1,1,52,service,USA,Male,Banker,,,,,0.05,0.11,0.1,0.5,Very negatively,Somewhat disagree,Some experience,Some experience,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,Clock,1313333,9fungpxb
2017-02-23 08:57:07,2017-02-23 09:00:46,IP Address,24.100.138.78,100,219,True,2017-02-23 09:00:47,R_3RgAHXbg9gLdr46,,,,,39.172103881836,-89.690498352051,anonymous,,Region #1,1,7,1,2,41,data entry,United States,Male,Banker,,,,,0.09,0.53,0.09,0.2,Neutral,Somewhat agree,Lower than average,No experience at all,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",Yes,Yes,,Clock,8546224,c7y4nu8p
2017-02-23 08:57:04,2017-02-23 09:01:13,IP Address,104.35.28.169,100,249,True,2017-02-23 09:01:14,R_OHDwkbXzjQ0TwjL,,,,,34.147598266602,-117.45809936523,anonymous,,,2.5,5,3,1,26,"Educator ",American,Male,Customer,0.5,1,0.5,0.8,,,,1,Very negatively,Somewhat disagree,Higher than average,Higher than average,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,,1160428,kaq9xwwp
2017-02-23 08:59:55,2017-02-23 09:01:30,IP Address,129.120.84.239,100,94,True,2017-02-23 09:01:31,R_W7pEvaenytV0MHT,,,,,33.214797973633,-97.133102416992,anonymous,,,1,2,1,0,23,Cook,American,Male,Customer,0,0.62,0.22,0.49,,,,0.17,Very positively,Strongly agree,No experience at all,Some experience,"540
280","560
300","580
320","560
300","560
300","570
300","560
300","550
300","540
300",No,Yes,,,1546708,qg281ltt
2017-02-23 08:58:43,2017-02-23 09:01:29,IP Address,180.215.123.80,100,165,True,2017-02-23 09:01:31,R_1kSx8AdxUJT2rrC,,,,,20,77,anonymous,,,5,2,2,1,44,Electrician,Indian,Male,Banker,,,,,0.52,0.99,0.28,0.94,Somewhat positively,Somewhat agree,Higher than average,Higher than average,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,,1621014,b62stt2k
2017-02-23 08:57:08,2017-02-23 09:01:30,IP Address,59.97.54.244,100,261,True,2017-02-23 09:01:32,R_28OQvugkcEdzeML,,,,,10.733306884766,77.516693115234,anonymous,,Other,2.5,1,2.5,1,25,Data Entry,Indian,Male,Banker,,,,,0.82,0.84,0.92,0.89,Very positively,Strongly agree,Extensive experience,Extensive experience,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",Yes,Yes,,,9145474,47zjgj76
2017-02-23 08:59:04,2017-02-23 09:02:42,IP Address,137.97.4.32,100,217,True,2017-02-23 09:02:43,R_2S6ucaOyE3LvdFC,,,,,9.9667053222656,76.233306884766,anonymous,,Other,60,55,55,55,30,housewife,indian,Female,Banker,,,,,0.52,0.54,0.51,0.49,Neutral,Neither agree nor disagree,Some experience,Some experience,"540
280","500
500","520
120","560
300","500
500","500
100","560
300","500
100","490
490",Yes,Yes,,,7233396,8fu14ana
2017-02-23 08:58:41,2017-02-23 09:02:50,IP Address,108.77.174.85,100,249,True,2017-02-23 09:02:52,R_1C9k0PSJn9Sfkx6,,,,,30.240600585938,-81.618797302246,anonymous,,,3,5,1,3,31,Government,American,,Customer,0.2,0.5,1,0.95,,,,1,Somewhat positively,Strongly agree,Some experience,Some experience,,"560
300",,,,,,,,No,Yes,,Clock,7538838,9u77cfmu
2017-02-23 09:01:54,2017-02-23 09:03:30,IP Address,59.97.54.244,100,95,True,2017-02-23 09:03:33,R_1kOlA6YXmp5nkm6,,,,,10.733306884766,77.516693115234,anonymous,,,2.5,1,2.5,1,25,Data Entry,Indian,Male,Banker,,,,,0.87,0.84,0.9,0.9,Very positively,Strongly agree,Extensive experience,Extensive experience,"480
480","500
500","520
520","490
490","500
500","500
500","510
110","500
500","490
490",Yes,Yes,,,9761120,47zjgj76
2017-02-23 08:59:03,2017-02-23 09:03:49,IP Address,5.107.15.2,100,286,True,2017-02-23 09:03:51,R_qw7DmRpQldVPpdL,,,,,25.263900756836,55.30810546875,anonymous,,,2,1,0.5,0.001,36,Accountant,India,Male,Banker,,,,,0.7,0.92,0.5,0.7,Somewhat negatively,Neither agree nor disagree,Higher than average,Some experience,"540
280","560
300","580
320","560
300","560
300","570
300","560
300","550
300","540
300",No,Yes,,,3816178,w5fglhvd
2017-02-23 09:02:00,2017-02-23 09:05:26,IP Address,204.108.237.194,100,206,True,2017-02-23 09:05:27,R_27xQ96zdTeY0SM7,,,,,40.030807495117,-75.449897766113,anonymous,,,6,5,0,0,,,,,Customer,,,,0.8,,,,0.4,Very positively,Strongly agree,Lower than average,Lower than average,"540
280","560
300","580
320","560
300","560
300","570
300","560
300","550
300","540
300",Yes,Yes,,,3994120,wxe45cd7
2017-02-23 09:09:28,2017-02-23 09:11:44,IP Address,135.26.205.220,100,136,True,2017-02-23 09:11:47,R_2pKx2YsBV3EnLxD,,,,,39.119094848633,-88.570198059082,anonymous,,,5,5,2,1,35,cook,"United States ",Male,Customer,0.05,0.81,0.21,0.82,,,,0.07,Very positively,Strongly agree,Lower than average,Some experience,"540
280","560
300","580
320","560
300","560
300","570
300","560
300","550
300","540
300",No,Yes,,Clock,6946741,1wu3gbiy
2017-02-23 09:10:41,2017-02-23 09:14:06,IP Address,12.150.120.34,100,204,True,2017-02-23 09:14:07,R_3k5Lb7khu47wUW4,,,,,33.96809387207,-84.230400085449,anonymous,,Other,3,5,3,2,25,Accountant,USA,Male,Customer,0.2,0.4,0.3,0.4,,,,0.3,Somewhat positively,Somewhat agree,Lower than average,Lower than average,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,Clock,3935056,83jz6dnn
2017-02-23 09:10:43,2017-02-23 09:15:51,IP Address,174.55.157.153,100,307,True,2017-02-23 09:15:52,R_vSSM5qzTSwNeLcd,,,,,39.917098999023,-76.725601196289,anonymous,,,5,5,5,1,32,unemployed,american,Male,Banker,,,,,0,0.41,0.24,0.12,Somewhat positively,Somewhat agree,No experience at all,No experience at all,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,Clock,4459422,ln4ekrhi
2017-02-23 09:08:48,2017-02-23 09:16:26,IP Address,117.221.100.90,100,458,True,2017-02-23 09:16:29,R_27pw5nFGwT1qmYj,,,,,12.983306884766,77.583312988281,anonymous,,,4,2,2,2,28,Graphic Designer,Indian,Male,Banker,,,,,0.04,0.1,0.02,0.03,Very positively,Strongly agree,Higher than average,No experience at all,,,,,,,,"500
500",,No,Yes,,Clock,7521371,wjwakr0w
2017-02-23 09:23:03,2017-02-23 09:27:14,IP Address,50.34.212.120,100,250,True,2017-02-23 09:27:15,R_Tc5eelsTnqWeio9,,,,,48.091201782227,-122.24229431152,anonymous,,,10,10,10,1,29,independent contractor,American,Female,Customer,0.5,1,0.5,0.1,,,,0.1,Somewhat negatively,Strongly disagree,Some experience,Lower than average,"540
280","500
500","580
320","560
300","560
300","570
300","560
300","500
500","540
300",No,Yes,,Clock,1528510,0rpuqgk3
2017-02-23 09:23:01,2017-02-23 09:27:25,IP Address,98.20.135.7,100,264,True,2017-02-23 09:27:27,R_3s6WLFoH1WcLCQW,,,,,35.098602294922,-92.217498779297,anonymous,,Region #1,10,10,5,1,58,,,Female,Banker,,,,,0.5,0.47,0.14,0.08,Somewhat negatively,Somewhat disagree,Some experience,Higher than average,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",Yes,Yes,,Clock,2985290,h3tfrl3x
2017-02-23 09:26:51,2017-02-23 09:31:23,IP Address,24.242.25.107,100,271,True,2017-02-23 09:31:24,R_20UqOzLB7x5hR4Q,,,,,31.795806884766,-106.37619781494,anonymous,,Region #1,1,3,0,1,35,data analyst,american,Female,Customer,0,0.1,0.05,0.1,,,,0.1,Very positively,Somewhat agree,Some experience,Lower than average,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,Clock,3488753,7s0r9agi
2017-02-23 09:33:36,2017-02-23 09:38:24,IP Address,108.251.205.115,100,288,True,2017-02-23 09:38:26,R_3nJIwraQjUNsbSY,,,,,42.673492431641,-82.916496276855,anonymous,,Region #1,1,1,1,1,53,Clerk,USA,Male,Customer,0.2,0.5,0.1,0.25,,,,0.2,Very positively,Strongly agree,Some experience,Lower than average,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,Clock,7396059,hvk6fyhw
2017-02-23 09:52:56,2017-02-23 09:54:43,IP Address,73.114.222.76,100,107,True,2017-02-23 09:54:45,R_1MRL4wea5M4mVJk,,,,,42.079605102539,-71.038200378418,anonymous,,,2,3,1,1,31,"CEO ",American,Male,Customer,0.05,0.15,0.02,,,,,0.5,Very positively,Strongly agree,Some experience,Lower than average,"480
480","500
500","520
520","490
490","500
500","500
500","510
510","500
500","490
490",No,Yes,,,1784140,3i4n3b6f
2017-02-23 10:19:15,2017-02-23 10:22:19,IP Address,107.221.165.185,100,183,True,2017-02-23 10:22:20,R_31t8kLukt3HDDdN,,,,,34.189407348633,-97.160301208496,anonymous,,,1,1,0,1,32,Case Manager,American,Male,Banker,,,,,0,0.1,0,0.02,Neutral,Neither agree nor disagree,Higher than average,No experience at all,"540
280","560
300","580
320","560
300","560
300","570
300","560
300","550
300","540
300",Yes,Yes,,,3565035,32ur243g
2017-02-23 10:19:16,2017-02-23 10:25:01,IP Address,180.151.88.196,100,345,True,2017-02-23 10:25:03,R_1IKMwdyLynAqTY5,,,,,28.570007324219,77.320007324219,anonymous,,Other,1,2,1,0,34,Salaried,American,Male,Customer,0.17,1,0.5,0.5,,,,0.3,Somewhat positively,Neither agree nor disagree,Higher than average,Extensive experience,"480
80","500
100","520
120","500
100","490
90","500
100","510
110","500
100","480
100",No,Yes,,Clock,5438915,016v3gy7
